90,103,WFBIUS6SXXX,ANZBAU3MXXX,2016071500189230,2016/07/18 07:39:44,2016/07/19 00:00:00,AUD,1624.46,AUD,1624.46,A,,,,SHA,160719,2016-07-18T07:39:44.000000000-05:00,2016-07-18T12:39:44.000000000+00:00,2016/07/18 12:39:44,WFB,ANZ
91,103,WFBIUS6SXXX,ANZBAU3MXXX,2016071500195590,2016/07/18 07:39:46,2016/07/20 00:00:00,AUD,10000.00,AUD,10000.00,,,,,BEN,160720,2016-07-18T07:39:46.000000000-05:00,2016-07-18T12:39:46.000000000+00:00,2016/07/18 12:39:46,WFB,ANZ
94,103,WFBIUS6SXXX,ANZBAU3MXXX,2016071800042580,2016/07/18 10:15:43,2016/07/20 00:00:00,AUD,17681.16,USD,13511.94,A,,,,OUR,160720,2016-07-18T10:15:43.000000000-05:00,2016-07-18T15:15:43.000000000+00:00,2016/07/18 15:15:43,WFB,ANZ
95,103,WFBIUS6SXXX,ANZBAU3MXXX,2016071800042740,2016/07/18 10:16:17,2016/07/20 00:00:00,AUD,95815.34,USD,73212.50,A,,,,OUR,160720,2016-07-18T10:16:17.000000000-05:00,2016-07-18T15:16:17.000000000+00:00,2016/07/18 15:16:17,WFB,ANZ
96,103,WFBIUS6SXXX,ANZBAU3MXXX,2016071800042740,2016/07/18 10:16:17,2016/07/20 00:00:00,AUD,5507.55,USD,4208.87,A,,,,OUR,160720,2016-07-18T10:16:17.000000000-05:00,2016-07-18T15:16:17.000000000+00:00,2016/07/18 15:16:17,WFB,ANZ
97,103,WFBIUS6SXXX,ANZBAU3MXXX,2016071800000420,2016/07/18 10:47:58,2016/07/19 00:00:00,AUD,20000.00,AUD,20000.00,A,,,,SHA,160719,2016-07-18T10:47:58.000000000-05:00,2016-07-18T15:47:58.000000000+00:00,2016/07/18 15:47:58,WFB,ANZ
99,103,WFBIUS6SXXX,ANZBAU3MXXX,2016071800067250,2016/07/18 12:01:34,2016/07/20 00:00:00,AUD,5300.00,AUD,5300.00,A,,,,BEN,160720,2016-07-18T12:01:34.000000000-05:00,2016-07-18T17:01:34.000000000+00:00,2016/07/18 17:01:34,WFB,ANZ
101,103,WFBIUS6SXXX,ANZBAU3MXXX,2016071800075250,2016/07/18 12:33:06,2016/07/20 00:00:00,AUD,6350.82,AUD,6350.82,A,,,,BEN,160720,2016-07-18T12:33:06.000000000-05:00,2016-07-18T17:33:06.000000000+00:00,2016/07/18 17:33:06,WFB,ANZ
102,103,WFBIUS6SXXX,ANZBAU3MXXX,2016071800065890,2016/07/18 12:37:26,2016/07/20 00:00:00,AUD,12701.64,USD,10000.00,A,,,,BEN,160720,2016-07-18T12:37:26.000000000-05:00,2016-07-18T17:37:26.000000000+00:00,2016/07/18 17:37:26,WFB,ANZ
103,103,WFBIUS6SXXX,ANZBAU3MXXX,2016071800076760,2016/07/18 12:38:40,2016/07/20 00:00:00,AUD,9881.00,AUD,9881.00,D,,,,BEN,160720,2016-07-18T12:38:40.000000000-05:00,2016-07-18T17:38:40.000000000+00:00,2016/07/18 17:38:40,WFB,ANZ
